epoch,train_loss,train_acc,val_loss,val_acc,lr
0,2.5962092838757007,0.31752450980392155,2.1504664126022086,0.39005524861878454,0.001
1,2.0738850291797846,0.4355392156862745,2.380074386175166,0.3546961325966851,0.001
2,1.8659218457871671,0.48504901960784313,1.5657500269663267,0.5403314917127072,0.001
3,1.745522578644954,0.5099264705882353,1.6987546093556103,0.5060773480662983,0.001
4,1.637734442237369,0.5357843137254902,1.517677508928499,0.5524861878453039,0.001
5,1.5216587327879814,0.5678921568627451,1.2501490624570055,0.6375690607734806,0.001
6,1.4585716888248286,0.5849264705882353,1.3571658018544235,0.5834254143646409,0.001
7,1.3964621959678334,0.5988970588235294,1.3355298891910532,0.6011049723756906,0.001
8,1.3033725528700686,0.6167892156862745,1.1795998647068087,0.6552486187845303,0.001
9,1.2827846396718556,0.6268382352941176,1.2391428291468332,0.6265193370165746,0.001
10,1.2266373158260608,0.6372549019607843,1.4989506621387123,0.580110497237569,0.001
11,1.195255046116872,0.6487745098039216,1.1200870349262302,0.661878453038674,0.001
12,1.1558027221892784,0.6611519607843137,1.0283791477508966,0.6806629834254143,0.001
13,1.137981393532062,0.667156862745098,1.031511444149755,0.6983425414364641,0.001
14,1.1200629316911999,0.6745098039215687,1.0605452152905543,0.687292817679558,0.001
15,1.094529931983074,0.6784313725490196,1.029915221883447,0.687292817679558,0.001
16,1.0516660863915364,0.6901960784313725,0.9538613229825352,0.7292817679558011,0.001
17,1.0545102581737762,0.6857843137254902,0.9411747667670909,0.7116022099447514,0.001
18,1.0308723741779282,0.6970588235294117,1.186388367710851,0.6519337016574586,0.001
19,1.0335749916245829,0.6952205882352941,1.0459349962887843,0.6751381215469613,0.0005
20,0.9053399906020589,0.7322303921568627,0.7465907947793191,0.7646408839779005,0.0005
21,0.8733150483813339,0.7371323529411765,0.7367018930819812,0.7701657458563536,0.0005
22,0.854057761102013,0.7432598039215687,0.7677468027199171,0.7646408839779005,0.0005
23,0.835629644163768,0.748406862745098,0.7019800242798104,0.7933701657458564,0.0005
24,0.8229925865258392,0.7498774509803922,0.7882837551733407,0.7580110497237569,0.0005
25,0.8194115201909651,0.7571078431372549,0.8325340688557915,0.7502762430939226,0.0005
26,0.8032489249946644,0.7589460784313725,0.7555927321397139,0.7502762430939226,0.0005
27,0.8000174215957696,0.7618872549019607,0.807037789123493,0.7535911602209945,0.0005
28,0.8026670245406938,0.7588235294117647,0.7342517992409553,0.7591160220994475,0.0005
29,0.7891828336508911,0.7620098039215686,0.8375018817943762,0.7414364640883978,0.0005
30,0.8016321332259285,0.7605392156862745,0.8417443797074629,0.7491712707182321,0.0005
31,0.7724087994486827,0.7674019607843138,0.6988713300689149,0.7834254143646409,0.0005
32,0.7508953949786804,0.7736519607843138,0.7103134911363296,0.7745856353591161,0.0005
33,0.7450385653883543,0.7689950980392157,0.7724987408074226,0.7602209944751381,0.0005
34,0.7480636288485047,0.7746323529411765,0.6672046058085742,0.7823204419889502,0.0005
35,0.7443995496214101,0.7741421568627451,0.6488054790549516,0.7922651933701658,0.0005
36,0.7395089988423433,0.7715686274509804,0.6735248817264704,0.7977900552486188,0.0005
37,0.7387359511190721,0.7716911764705883,0.7415802808097713,0.7635359116022099,0.0005
38,0.7282954772926787,0.7792892156862745,0.7050726841826466,0.7756906077348066,0.0005
39,0.7331351217475283,0.7721813725490196,0.6538360092521373,0.8066298342541437,0.00025
40,0.6551588256613495,0.7971813725490197,0.5954867991953265,0.8165745856353591,0.00025
41,0.6423680697909234,0.7985294117647059,0.6258371906385896,0.8022099447513812,0.00025
42,0.621568587281081,0.8089460784313726,0.6019292380928335,0.8121546961325967,0.00025
43,0.6165651286128805,0.8095588235294118,0.5767355206263,0.8187845303867404,0.00025
44,0.6211919852306661,0.8080882352941177,0.5752460878198318,0.8165745856353591,0.00025
45,0.6048898205049742,0.8122549019607843,0.5784560412991772,0.830939226519337,0.00025
46,0.6129285773707563,0.8060049019607843,0.5943383959116857,0.8121546961325967,0.00025
47,0.6006856143993007,0.8116421568627451,0.5911434885546647,0.8320441988950277,0.00025
48,0.5957680993347093,0.8128676470588235,0.5787935445321858,0.8165745856353591,0.00025
49,0.585084441361526,0.816421568627451,0.5816320707784832,0.8287292817679558,0.00025
50,0.5867542865944306,0.8147058823529412,0.5625937039022287,0.8232044198895028,0.00025
51,0.5786120502822878,0.8132352941176471,0.558644573859747,0.8342541436464088,0.00025
52,0.5769239656629916,0.821078431372549,0.6651085176520585,0.7977900552486188,0.00025
53,0.5769144022828382,0.817156862745098,0.5587902935170337,0.8287292817679558,0.00025
54,0.5653589587577867,0.8215686274509804,0.5321370425803885,0.8430939226519337,0.00025
55,0.5616356101848616,0.8230392156862745,0.5468375227727943,0.8397790055248618,0.00025
56,0.5534028133661975,0.8237745098039215,0.5842644497834516,0.8232044198895028,0.00025
57,0.5604070243218593,0.819485294117647,0.5374154513053473,0.8397790055248618,0.00025
58,0.564200021086495,0.8178921568627451,0.603780617305587,0.830939226519337,0.00025
59,0.562013857653514,0.8231617647058823,0.5368565645007138,0.8320441988950277,0.000125
60,0.5181819801162333,0.8348039215686275,0.5339045460052911,0.8342541436464088,0.000125
61,0.5084810098654847,0.8382352941176471,0.5017516786880915,0.850828729281768,0.000125
62,0.5006612619757287,0.8419117647058824,0.5179136702368932,0.8364640883977901,0.000125
63,0.48979893324203705,0.8415441176470588,0.532089352607727,0.8386740331491712,0.000125
64,0.5054305676048211,0.8403186274509804,0.5170550246265053,0.8453038674033149,0.000125
65,0.4903674028119255,0.8446078431372549,0.5094006035209361,0.8397790055248618,0.000125
66,0.49666022576786906,0.8410539215686275,0.5518142571765415,0.8265193370165745,0.000125
67,0.4790394147587629,0.8415441176470588,0.5261407331867113,0.8408839779005525,0.000125
68,0.4866240721158971,0.8433823529411765,0.5041763970206455,0.8430939226519337,0.000125
69,0.4720343894472488,0.8485294117647059,0.502172980321705,0.8464088397790055,0.000125
