sample_idx,is_ood,true_label,true_class_name,pred_label,pred_class_name,correct,confidence,total_entropy,aleatoric,epistemic,variance
0,False,4,bookshelf,4,bookshelf,True,0.9510605931282043,0.29625236988067627,0.2819332778453827,0.014319092035293579,2.003814370254986e-05
1,False,0,airplane,0,airplane,True,0.9999746084213257,0.0003495077253319323,0.00031440024031326175,3.510748501867056e-05,6.31532187655992e-11
2,False,2,bed,2,bed,True,0.6789466738700867,1.3613234758377075,1.3191571235656738,0.04216635227203369,0.0003063337062485516
3,False,6,chair,6,chair,True,0.9915900230407715,0.06292232871055603,0.059334829449653625,0.003587499260902405,1.805601186788408e-06
4,False,18,night_stand,11,dresser,False,0.5307266116142273,0.8947603702545166,0.8772704005241394,0.017489969730377197,0.000281131622614339
5,False,32,vase,13,glass_box,False,0.2534411549568176,2.1049118041992188,2.016360282897949,0.08855152130126953,0.0006264301482588053
6,False,30,toilet,30,toilet,True,0.9996514320373535,0.0037433456163853407,0.0034504008945077658,0.0002929447218775749,6.993142065425673e-09
7,False,30,toilet,30,toilet,True,0.9998705983161926,0.0015535256825387478,0.0013417310547083616,0.00021179462783038616,2.2719888193023507e-09
8,False,23,range_hood,23,range_hood,True,0.8355526924133301,0.5759553909301758,0.5475029945373535,0.028452396392822266,0.0002830204030033201
9,False,13,glass_box,13,glass_box,True,0.9760477542877197,0.14881981909275055,0.1314072459936142,0.017412573099136353,4.5198521547717974e-05
10,False,0,airplane,0,airplane,True,0.9999343752861023,0.0008316923631355166,0.0007080469513311982,0.00012364541180431843,1.1431062763023192e-09
11,False,28,table,28,table,True,0.9932746291160583,0.04865138977766037,0.04491272196173668,0.003738667815923691,2.2943768271943554e-06
12,False,30,toilet,30,toilet,True,0.9999347925186157,0.0008016953361220658,0.0007243615691550076,7.733376696705818e-05,4.395018515790383e-10
13,False,32,vase,32,vase,True,0.95302814245224,0.2089640349149704,0.2038460373878479,0.0051179975271224976,1.8663213268155232e-05
14,False,25,sofa,2,bed,False,0.9772541522979736,0.15116280317306519,0.1419580578804016,0.009204745292663574,1.4139806808088906e-05
15,False,6,chair,6,chair,True,0.9992713928222656,0.007001813966780901,0.00668698363006115,0.00031483033671975136,1.7276294173029783e-08
16,False,21,plant,21,plant,True,0.9174739718437195,0.3510470390319824,0.33507952094078064,0.015967518091201782,4.920351420878433e-05
17,False,1,bathtub,1,bathtub,True,0.8843706250190735,0.41043785214424133,0.35577717423439026,0.054660677909851074,0.0005204420886002481
18,False,18,night_stand,18,night_stand,True,0.9373676776885986,0.3512353301048279,0.32728177309036255,0.023953557014465332,6.843917799415067e-05
19,False,30,toilet,30,toilet,True,0.9987717866897583,0.011020718142390251,0.009420367889106274,0.0016003502532839775,4.220426319534454e-07
20,False,14,guitar,14,guitar,True,0.9985345005989075,0.012939312495291233,0.01136775966733694,0.0015715528279542923,2.753968999513745e-07
