sample_idx,is_ood,true_label,true_class_name,pred_label,pred_class_name,correct,confidence,total_entropy,aleatoric,epistemic,variance
0,False,4,bookshelf,4,bookshelf,True,0.9630509614944458,0.22838109731674194,0.18887129426002502,0.03950980305671692,0.00011847932182718068
1,False,0,airplane,0,airplane,True,0.9994956254959106,0.005425415001809597,0.004636754281818867,0.0007886607199907303,3.580912988354612e-08
2,False,2,bed,2,bed,True,0.8376132249832153,0.8194622993469238,0.7122013568878174,0.10726094245910645,0.0006844987510703504
3,False,6,chair,6,chair,True,0.9237817525863647,0.40106576681137085,0.27198144793510437,0.12908431887626648,0.000820198911242187
4,False,18,night_stand,18,night_stand,True,0.43691641092300415,1.1841106414794922,1.106173038482666,0.07793760299682617,0.001118624466471374
5,False,32,vase,32,vase,True,0.4876995086669922,1.8625781536102295,1.5975782871246338,0.2649998664855957,0.00197880482301116
6,False,30,toilet,30,toilet,True,0.9871748685836792,0.09084052592515945,0.070025235414505,0.02081529051065445,3.6241905036149547e-05
7,False,30,toilet,30,toilet,True,0.9981046319007874,0.016270361840724945,0.01415799930691719,0.0021123625338077545,4.0789100808069634e-07
8,False,23,range_hood,16,mantel,False,0.601128876209259,0.7265871167182922,0.6297739744186401,0.0968131422996521,0.0024785171262919903
9,False,13,glass_box,13,glass_box,True,0.962372362613678,0.22545763850212097,0.17723165452480316,0.04822598397731781,0.00019327776681166142
10,False,0,airplane,0,airplane,True,0.998894214630127,0.011207157745957375,0.00987220834940672,0.0013349493965506554,9.184482507862413e-08
11,False,28,table,28,table,True,0.9238550662994385,0.38293495774269104,0.30203336477279663,0.08090159296989441,0.0005085108568891883
12,False,30,toilet,30,toilet,True,0.9949355125427246,0.03686664626002312,0.032526373863220215,0.004340272396802902,2.41103566622769e-06
13,False,32,vase,32,vase,True,0.9708703756332397,0.14981913566589355,0.13918058574199677,0.01063854992389679,1.9796028936980292e-05
14,False,25,sofa,2,bed,False,0.47661256790161133,0.9468879103660583,0.775202214717865,0.17168569564819336,0.003525343956425786
15,False,6,chair,6,chair,True,0.9743584990501404,0.15272167325019836,0.11010447144508362,0.042617201805114746,0.00017007938004098833
16,False,21,plant,21,plant,True,0.9587513208389282,0.21057850122451782,0.19305041432380676,0.01752808690071106,4.5604585466207936e-05
17,False,1,bathtub,29,tent,False,0.4072011113166809,1.2082926034927368,0.8045982718467712,0.4036943316459656,0.0069890329614281654
18,False,18,night_stand,18,night_stand,True,0.6986589431762695,1.199150562286377,0.9680925011634827,0.2310580611228943,0.0020614860113710165
19,False,30,toilet,30,toilet,True,0.8309511542320251,0.7411118745803833,0.5751739740371704,0.1659379005432129,0.0013233701465651393
20,False,14,guitar,14,guitar,True,0.9684842824935913,0.19870370626449585,0.13156110048294067,0.06714260578155518,0.00037872151006013155
21,False,4,bookshelf,4,bookshelf,True,0.9353306293487549,0.3360268175601959,0.2921547293663025,0.04387208819389343,0.00013275527453515679
22,False,17,monitor,17,monitor,True,0.991267740726471,0.06253094971179962,0.05494075268507004,0.007590197026729584,5.574584520218195e-06
23,False,4,bookshelf,4,bookshelf,True,0.9880532622337341,0.08654478192329407,0.0734245702624321,0.013120211660861969,1.2533194421848748e-05
24,False,0,airplane,0,airplane,True,0.9998225569725037,0.002022194443270564,0.0017874686745926738,0.0002347257686778903,3.972232764937189e-09
25,False,21,plant,21,plant,True,0.7376086115837097,1.1014190912246704,0.8631749749183655,0.23824411630630493,0.0015443147858604789
26,False,16,mantel,16,mantel,True,0.9895158410072327,0.07390020787715912,0.05870113521814346,0.015199072659015656,3.057162030017935e-05
27,False,5,car,5,car,True,0.9806818962097168,0.10002274066209793,0.08051629364490509,0.01950644701719284,6.494885019492358e-05
28,False,14,guitar,14,guitar,True,0.978779137134552,0.13671690225601196,0.11328034847974777,0.02343655377626419,5.271448026178405e-05
29,False,2,bed,2,bed,True,0.9991782307624817,0.008323405869305134,0.00683329813182354,0.001490107737481594,1.7286774323110876e-07
30,False,9,desk,9,desk,True,0.9989598393440247,0.010225320234894753,0.008300164714455605,0.001925155520439148,2.426507137442968e-07
31,False,5,car,5,car,True,0.9964349865913391,0.028012681752443314,0.02322331815958023,0.004789363592863083,2.5100732727878494e-06
32,False,31,tv_stand,22,radio,False,0.18596792221069336,2.3366267681121826,2.0165364742279053,0.32009029388427734,0.0021826480515301228
33,False,31,tv_stand,1,bathtub,False,0.3181772530078888,2.0209357738494873,1.7240909337997437,0.29684484004974365,0.002761001233011484
34,False,28,table,28,table,True,0.9141321182250977,0.3811786472797394,0.3406909108161926,0.04048773646354675,0.0002578888088464737
35,False,20,piano,17,monitor,False,0.7872069478034973,0.861717164516449,0.7085496783256531,0.1531674861907959,0.0016359321307390928
36,False,23,range_hood,23,range_hood,True,0.9786491394042969,0.13230402767658234,0.11862141638994217,0.013682611286640167,1.7752063286025077e-05
37,False,32,vase,32,vase,True,0.6029377579689026,0.7872193455696106,0.731286346912384,0.05593299865722656,0.0009415774256922305
