epoch,train_loss,train_acc,val_loss,val_acc,lr
0,2.4841579407814978,0.3509803921568627,2.071658544118892,0.4453038674033149,0.001
1,1.999489299283956,0.44399509803921566,1.74649994439183,0.5016574585635359,0.001
2,1.7534242662950632,0.49926470588235294,1.660480368861836,0.5149171270718232,0.001
3,1.6465117227763912,0.528921568627451,1.4923515401492462,0.5580110497237569,0.001
4,1.522595061050185,0.5594362745098039,1.896733260286447,0.4662983425414365,0.001
5,1.4374267424378167,0.5763480392156862,1.4876342652252366,0.5701657458563536,0.001
6,1.366580396748255,0.6072303921568627,1.3429856687619541,0.6220994475138122,0.001
7,1.306581205120131,0.6151960784313726,1.2896267462830517,0.630939226519337,0.001
8,1.269548492777454,0.6254901960784314,1.3461231065718509,0.6209944751381216,0.001
9,1.1997785503981409,0.6450980392156863,1.1834630640830783,0.6386740331491713,0.001
10,1.1795977961998074,0.6531862745098039,1.1601309109787914,0.6607734806629835,0.001
11,1.1345237838014235,0.663235294117647,1.047258537118606,0.687292817679558,0.001
12,1.09114604198975,0.6779411764705883,1.2533012100346181,0.6375690607734806,0.001
13,1.071294208579418,0.6786764705882353,0.9701075910863297,0.7149171270718232,0.001
14,1.0469096625506928,0.6900735294117647,0.9824526166389002,0.7016574585635359,0.001
15,1.0134841967312478,0.6975490196078431,1.0723605075593812,0.6806629834254143,0.001
16,1.0230191805688946,0.6925245098039216,1.084432601665265,0.6839779005524862,0.001
17,1.0077318673798021,0.7009803921568627,1.149721276035625,0.6585635359116022,0.001
18,0.9877135326914032,0.7018382352941176,0.993276370691331,0.6994475138121546,0.001
19,0.9482419765070054,0.7127450980392157,0.9328769906449713,0.7303867403314918,0.0005
20,0.8446935112535056,0.7431372549019608,0.7717201578024343,0.7734806629834254,0.0005
21,0.7863293941824456,0.7574754901960784,0.7733784130265041,0.7767955801104972,0.0005
22,0.7929229634686982,0.7556372549019608,0.7473242078696826,0.7779005524861878,0.0005
23,0.7711242615964853,0.7643382352941176,0.7329193906889436,0.7756906077348066,0.0005
24,0.7567272297266753,0.7685049019607844,0.7474784708813409,0.7723756906077348,0.0005
25,0.7472550283967316,0.7665441176470589,0.761491406688374,0.7668508287292818,0.0005
26,0.7470479158155915,0.7681372549019608,0.7806681913565535,0.7734806629834254,0.0005
27,0.7236955691301018,0.7783088235294118,0.7098343548853753,0.7856353591160221,0.0005
28,0.7243689249415586,0.7784313725490196,0.6441050807415452,0.7966850828729282,0.0005
29,0.7187587251327909,0.7780637254901961,0.8295229813011971,0.7558011049723757,0.0005
30,0.7153199833864443,0.7769607843137255,0.7107164717510919,0.7834254143646409,0.0005
31,0.6983300101212335,0.7861519607843137,0.7725972861874828,0.7635359116022099,0.0005
32,0.6828707812186712,0.7838235294117647,0.6836353838114448,0.7955801104972375,0.0005
33,0.6707255248855204,0.7922794117647058,0.7226411612652942,0.7723756906077348,0.0005
34,0.6601618657900132,0.7927696078431372,0.7154388235418836,0.7900552486187845,0.0005
35,0.651092646826749,0.79375,0.7599598232553809,0.7690607734806629,0.0005
36,0.6569983200102216,0.7938725490196078,0.6476029733267937,0.8088397790055248,0.0005
37,0.650839827099545,0.7957107843137254,0.8376886357260014,0.7480662983425415,0.0005
38,0.6308627302091991,0.8009803921568628,0.6874412311374812,0.7911602209944751,0.0005
39,0.6060265890161416,0.810171568627451,0.6744735597905533,0.7889502762430939,0.00025
40,0.5647233581916821,0.8236519607843137,0.5348755548013508,0.8364640883977901,0.00025
41,0.5504473356527104,0.8303921568627451,0.552570551996073,0.8331491712707182,0.00025
42,0.5285017863363228,0.8262254901960784,0.5618792959998326,0.8287292817679558,0.00025
43,0.5129490961240493,0.8381127450980392,0.5262026602392038,0.8386740331491712,0.00025
44,0.511779968168723,0.8354166666666667,0.5169253193212477,0.8386740331491712,0.00025
45,0.503148773115785,0.8395833333333333,0.5586900112378663,0.8276243093922652,0.00025
46,0.507129278747267,0.8400735294117647,0.5694143228109371,0.8298342541436464,0.00025
47,0.4970996685067798,0.8388480392156863,0.578262066906987,0.8276243093922652,0.00025
