epoch,train_loss,train_acc,val_loss,val_acc,lr
0,2.9715031861353487,0.254656862745098,2.3013593404991193,0.38011049723756907,0.001
1,2.4104320007870044,0.3567401960784314,2.145106564042318,0.40552486187845305,0.001
2,2.179738413567609,0.4094362745098039,2.0759006711000896,0.4419889502762431,0.001
3,2.077216537533533,0.43333333333333335,1.7059890826104096,0.512707182320442,0.001
4,1.9387049522526079,0.46078431372549017,1.7226245203070878,0.5149171270718232,0.001
5,1.8270513844609801,0.49056372549019606,2.2267299760112444,0.4331491712707182,0.001
6,1.7421630383647717,0.509313725490196,1.5964498198493409,0.5414364640883977,0.001
7,1.6656984078976127,0.5279411764705882,1.3206744233547654,0.5955801104972376,0.001
8,1.6247188942435031,0.5414215686274509,1.3289221284139223,0.611049723756906,0.001
9,1.5649374618726546,0.5501225490196079,1.341135671784206,0.6066298342541436,0.001
10,1.5283672415011218,0.569485294117647,1.1918204160026424,0.6375690607734806,0.001
11,1.4666055417390893,0.5824754901960785,1.1716553050510132,0.6629834254143646,0.001
12,1.4569627784505628,0.5873774509803922,1.198197312644832,0.6530386740331492,0.001
13,1.4354220797702202,0.5949754901960784,1.0765907943578057,0.6718232044198895,0.001
14,1.4062715226874023,0.6057598039215686,1.2059657373481034,0.6320441988950276,0.001
15,1.3732664392637912,0.6137254901960785,1.1067055301771638,0.6508287292817679,0.001
16,1.355365886358775,0.6142156862745098,1.1417566309976315,0.656353591160221,0.001
17,1.3370008004817193,0.6178921568627451,1.2165585823480596,0.6464088397790055,0.001
18,1.3270992588415664,0.6199754901960784,1.003963964288406,0.6972375690607735,0.001
19,1.293451068536566,0.6334558823529411,1.0479061159639727,0.6906077348066298,0.0005
20,1.1902498053406203,0.6658088235294117,0.8471042748972856,0.7337016574585635,0.0005
21,1.154733628629689,0.6696078431372549,0.8990369205316786,0.7348066298342542,0.0005
22,1.14910213821413,0.6725490196078432,0.8312375617949344,0.7370165745856354,0.0005
23,1.1294200964510244,0.6741421568627451,0.9489088020272017,0.712707182320442,0.0005
24,1.1221356170515973,0.6796568627450981,0.8824613131212267,0.7193370165745856,0.0005
25,1.1102016256907896,0.6850490196078431,0.9302117476805798,0.6895027624309392,0.0005
26,1.0881833276604957,0.6889705882352941,0.8035761598724028,0.7535911602209945,0.0005
27,1.0772396910355604,0.6875,0.8391645581682743,0.7524861878453039,0.0005
28,1.0704111089663195,0.6911764705882353,0.8462642664408816,0.7502762430939226,0.0005
29,1.0638998999660483,0.6910539215686274,0.8133579597947347,0.7403314917127072,0.0005
30,1.0564417864168507,0.7006127450980392,0.9731482331924017,0.7215469613259669,0.0005
31,1.0567391398022254,0.6936274509803921,0.7836724181860192,0.7502762430939226,0.0005
32,1.0101812441647235,0.7088235294117647,0.7950169967682981,0.7613259668508288,0.0005
33,1.019709416526973,0.7022058823529411,0.8389529540393893,0.7447513812154696,0.0005
34,0.9773004628361024,0.7166666666666667,0.7914255447809209,0.7370165745856354,0.0005
35,1.0166811306920835,0.7106617647058824,0.8350173393007141,0.7392265193370166,0.0005
36,1.0152346554828249,0.7090686274509804,0.7847490389044114,0.7635359116022099,0.0005
37,0.999979846313656,0.7136029411764706,0.7463550640733203,0.7767955801104972,0.0005
38,0.9575766103460145,0.7235294117647059,0.7870598299727255,0.7602209944751381,0.0005
39,0.9774405570440866,0.7185049019607843,0.7961246727579865,0.7624309392265194,0.00025
40,0.9264371633149969,0.7264705882352941,0.7180051251011,0.7790055248618785,0.00025
41,0.8963623406708014,0.7436274509803922,0.7224418533441112,0.7823204419889502,0.00025
42,0.8828166134287647,0.7427696078431373,0.7083943828034797,0.7911602209944751,0.00025
43,0.8552864226117286,0.7513480392156863,0.6986450776869421,0.7723756906077348,0.00025
44,0.8624439822478167,0.7518382352941176,0.6963308654437408,0.7922651933701658,0.00025
45,0.8469339448068272,0.7574754901960784,0.6784509868911617,0.7856353591160221,0.00025
46,0.8542211666478694,0.7520833333333333,0.6915357656900395,0.7867403314917127,0.00025
47,0.8545534415936099,0.7563725490196078,0.7259913493256542,0.7889502762430939,0.00025
48,0.8524274682350257,0.7525735294117647,0.6613977892622763,0.7889502762430939,0.00025
49,0.8273926444838156,0.7580882352941176,0.6602627773969871,0.7933701657458564,0.00025
50,0.8294982223202314,0.7596813725490196,0.6333646801953816,0.7955801104972375,0.00025
51,0.8209796167392583,0.7629901960784313,0.6913667791456148,0.7911602209944751,0.00025
52,0.8343326102923517,0.756985294117647,0.6604305186982972,0.7988950276243094,0.00025
53,0.8118216606765405,0.7665441176470589,0.6196330123843409,0.8165745856353591,0.00025
54,0.7935138019177167,0.7710784313725491,0.6705211197473726,0.7790055248618785,0.00025
55,0.8155974553201796,0.7636029411764705,0.6424793297414622,0.8022099447513812,0.00025
56,0.810842063312187,0.7649509803921568,0.624443465438337,0.8011049723756906,0.00025
57,0.7888825025304953,0.7686274509803922,0.6249204352415728,0.7977900552486188,0.00025
58,0.7889104164597394,0.7761029411764706,0.6664090511548585,0.7955801104972375,0.00025
59,0.8000586811239982,0.7688725490196079,0.6597487643278764,0.7900552486187845,0.000125
60,0.7639336452229444,0.7786764705882353,0.6292393449261702,0.8143646408839779,0.000125
61,0.728305732650411,0.788235294117647,0.6025529468915739,0.8088397790055248,0.000125
62,0.7361282825645215,0.7884803921568627,0.5856663846837882,0.8209944751381215,0.000125
63,0.7243267424066,0.7909313725490196,0.5877566822325986,0.8154696132596685,0.000125
64,0.7296396611470825,0.7894607843137255,0.5888700736161754,0.8220994475138121,0.000125
65,0.7129467507721848,0.7897058823529411,0.5733282950701635,0.8232044198895028,0.000125
66,0.7166783458298946,0.7854166666666667,0.5968972119837176,0.8143646408839779,0.000125
67,0.7223799585288432,0.7924019607843137,0.5868437072848747,0.8132596685082873,0.000125
68,0.7087494985563387,0.7899509803921568,0.5912494887304569,0.8143646408839779,0.000125
69,0.7024699311242973,0.7906862745098039,0.5913411941317563,0.8176795580110497,0.000125
70,0.6969766771619582,0.7970588235294118,0.5770857380898617,0.8121546961325967,0.000125
71,0.6906290537408794,0.7946078431372549,0.5556178580331539,0.830939226519337,0.000125
72,0.7041972842736964,0.7933823529411764,0.5812299132347107,0.8209944751381215,0.000125
73,0.6867302243037506,0.7998774509803922,0.5909762863954786,0.8110497237569061,0.000125
74,0.6709461800975862,0.8033088235294118,0.582739101128025,0.8265193370165745,0.000125
75,0.6806164773877719,0.7993872549019608,0.6159612147188978,0.8187845303867404,0.000125
76,0.6895287076325506,0.7959558823529411,0.5791272941215262,0.8265193370165745,0.000125
77,0.6781713300427137,0.8051470588235294,0.5667828937261803,0.825414364640884,0.000125
78,0.6643443891526905,0.8044117647058824,0.579102546207154,0.8198895027624309,0.000125
79,0.6784338742571252,0.7965686274509803,0.5735707812546367,0.8209944751381215,6.25e-05
80,0.6521452072276273,0.8088235294117647,0.5398723517333605,0.8298342541436464,6.25e-05
81,0.6351641099213181,0.8142156862745098,0.5408458283592983,0.8287292817679558,6.25e-05
82,0.6438541369126822,0.8122549019607843,0.5550288107513722,0.8209944751381215,6.25e-05
83,0.6372890897085164,0.8133578431372549,0.5494613465683237,0.8265193370165745,6.25e-05
84,0.655680132338657,0.8069852941176471,0.5407191061183234,0.8397790055248618,6.25e-05
85,0.6413113214244419,0.8176470588235294,0.5661699569686341,0.8265193370165745,6.25e-05
86,0.635523954968848,0.8091911764705882,0.5384806960985805,0.8298342541436464,6.25e-05
87,0.6347659170722517,0.814828431372549,0.53583969615441,0.8298342541436464,6.25e-05
88,0.6217546026072607,0.8137254901960784,0.5590043982089554,0.8320441988950277,6.25e-05
89,0.6296572991333419,0.8136029411764706,0.5389246307683913,0.8386740331491712,6.25e-05
90,0.612241837056291,0.8158088235294118,0.5534021093700472,0.8408839779005525,6.25e-05
91,0.6400555870951529,0.8138480392156863,0.5411406637555328,0.8331491712707182,6.25e-05
92,0.6196570068134128,0.8185049019607843,0.5449256511024348,0.830939226519337,6.25e-05
93,0.605262028912506,0.8225490196078431,0.5501633617759409,0.8232044198895028,6.25e-05
94,0.6390054752527901,0.814093137254902,0.5282153811244016,0.8353591160220994,6.25e-05
95,0.6137592451078524,0.8204656862745098,0.5476882049391941,0.8364640883977901,6.25e-05
96,0.6119684169474411,0.8156862745098039,0.5445673037629101,0.8353591160220994,6.25e-05
97,0.6140308800710995,0.8180147058823529,0.5282027938089318,0.8287292817679558,6.25e-05
98,0.5961091126149065,0.8193627450980392,0.5375322401852898,0.8353591160220994,6.25e-05
99,0.6013019633734181,0.8221813725490196,0.534622311855548,0.8298342541436464,3.125e-05
