sample_idx,is_ood,true_label,true_class_name,pred_label,pred_class_name,correct,confidence,total_entropy,aleatoric,epistemic,variance
0,False,4,bookshelf,4,bookshelf,True,0.9892539381980896,0.07557103037834167,0.07287365943193436,0.002697370946407318,1.690524641162483e-06
1,False,0,airplane,0,airplane,True,0.9999142289161682,0.0009856767719611526,0.0009191597928293049,6.651697913184762e-05,7.069821950089761e-10
2,False,2,bed,2,bed,True,0.5862119197845459,1.2726644277572632,1.2416456937789917,0.031018733978271484,0.0002873855410143733
3,False,6,chair,6,chair,True,0.9995995163917542,0.00407788809388876,0.00387153634801507,0.00020635174587368965,6.6481247174010605e-09
4,False,18,night_stand,18,night_stand,True,0.5049383044242859,0.9101493954658508,0.8946415781974792,0.015507817268371582,0.0002389274595770985
5,False,32,vase,13,glass_box,False,0.4121825695037842,1.9295177459716797,1.8942888975143433,0.035228848457336426,0.0002413983311271295
6,False,30,toilet,30,toilet,True,0.9953654408454895,0.03768686205148697,0.03479190915822983,0.002894952893257141,8.757123168834369e-07
7,False,30,toilet,30,toilet,True,0.9995805621147156,0.004035096615552902,0.003836151910945773,0.0001989447046071291,7.810492697046811e-09
8,False,23,range_hood,23,range_hood,True,0.810426652431488,0.5070013403892517,0.48972195386886597,0.017279386520385742,0.000276007252978161
9,False,13,glass_box,13,glass_box,True,0.992821455001831,0.055181775242090225,0.05237037315964699,0.0028114020824432373,1.2826973261326202e-06
10,False,0,airplane,0,airplane,True,0.9998998641967773,0.0011415109038352966,0.0010624781716614962,7.903273217380047e-05,8.365511061647624e-10
11,False,28,table,28,table,True,0.9779838919639587,0.12890751659870148,0.12349323183298111,0.005414284765720367,8.64817229739856e-06
12,False,30,toilet,30,toilet,True,0.9995631575584412,0.0041918097995221615,0.003972345031797886,0.0002194647677242756,7.647108724029295e-09
13,False,32,vase,32,vase,True,0.9590575695037842,0.18411971628665924,0.18177320063114166,0.002346515655517578,5.074608907307265e-06
14,False,25,sofa,2,bed,False,0.9286736845970154,0.38051268458366394,0.37078583240509033,0.009726852178573608,2.999358912347816e-05
15,False,6,chair,6,chair,True,0.9998461008071899,0.001843203091993928,0.0017324525397270918,0.00011075055226683617,9.210760487654568e-10
16,False,21,plant,21,plant,True,0.8467394709587097,0.5639891624450684,0.5467304587364197,0.01725870370864868,8.312687714351341e-05
17,False,1,bathtub,1,bathtub,True,0.6374346613883972,0.9268590807914734,0.8916622400283813,0.03519684076309204,0.0006135000148788095
18,False,18,night_stand,18,night_stand,True,0.8489295840263367,0.7234385013580322,0.6927406787872314,0.03069782257080078,0.00014726775407325476
19,False,30,toilet,30,toilet,True,0.9992002844810486,0.007398462388664484,0.006931872107088566,0.0004665902815759182,2.922282149597777e-08
20,False,14,guitar,14,guitar,True,0.9999526143074036,0.0005994960083626211,0.0005587782943621278,4.071771400049329e-05,1.4496708000688585e-10
21,False,4,bookshelf,4,bookshelf,True,0.9560587406158447,0.19735348224639893,0.19393499195575714,0.0034184902906417847,1.1333868314977735e-05
22,False,17,monitor,17,monitor,True,0.9969647526741028,0.02718566730618477,0.026239950209856033,0.0009457170963287354,1.1192398119419522e-07
23,False,4,bookshelf,4,bookshelf,True,0.980516791343689,0.1289316713809967,0.12441596388816833,0.004515707492828369,4.471943611861207e-06
24,False,0,airplane,0,airplane,True,0.9999933838844299,9.529488306725398e-05,8.911827171687037e-05,6.1766113503836095e-06,3.657544319496386e-12
25,False,21,plant,15,lamp,False,0.3827131986618042,1.7488515377044678,1.7074592113494873,0.04139232635498047,0.00036147734499536455
26,False,16,mantel,16,mantel,True,0.9705309867858887,0.18361812829971313,0.17548885941505432,0.008129268884658813,1.0653068784449715e-05
27,False,5,car,5,car,True,0.9768990874290466,0.11980350315570831,0.11584353446960449,0.003959968686103821,8.607968084106687e-06
28,False,14,guitar,14,guitar,True,0.9980003237724304,0.0185399167239666,0.01715516299009323,0.0013847537338733673,1.5019040233710257e-07
29,False,2,bed,2,bed,True,0.9995385408401489,0.004710453562438488,0.004460085183382034,0.0002503683790564537,9.428680947110024e-09
30,False,9,desk,9,desk,True,0.9904848337173462,0.06918326020240784,0.06435924023389816,0.004824019968509674,2.4488874714734266e-06
31,False,5,car,5,car,True,0.9900429248809814,0.06145554780960083,0.06000014394521713,0.0014554038643836975,1.134409217229404e-06
32,False,31,tv_stand,31,tv_stand,True,0.19179300963878632,2.5480332374572754,2.5119218826293945,0.03611135482788086,0.0001573075569467619
33,False,31,tv_stand,9,desk,False,0.20417854189872742,2.2859578132629395,2.2043399810791016,0.08161783218383789,0.0005251787370070815
34,False,28,table,28,table,True,0.8935129642486572,0.4482559561729431,0.43726199865341187,0.01099395751953125,5.1147129852324724e-05
35,False,20,piano,17,monitor,False,0.7339912056922913,1.2305102348327637,1.198708176612854,0.03180205821990967,0.00024881778517737985
36,False,23,range_hood,23,range_hood,True,0.9484293460845947,0.26193052530288696,0.25070303678512573,0.01122748851776123,3.4180484362877905e-05
37,False,32,vase,32,vase,True,0.5841324329376221,1.162277102470398,1.133755087852478,0.028522014617919922,0.00018831348279491067
38,False,23,range_hood,23,range_hood,True,0.9128893613815308,0.32166171073913574,0.3048180341720581,0.016843676567077637,0.00011856521450681612
39,False,25,sofa,25,sofa,True,0.9964416027069092,0.029082398861646652,0.026013050228357315,0.003069348633289337,1.6351420981663978e-06
40,False,16,mantel,16,mantel,True,0.9976922869682312,0.020773127675056458,0.01924225129187107,0.0015308763831853867,1.8875283558372757e-07
41,False,18,night_stand,28,table,False,0.7547659277915955,0.7849240899085999,0.7589935064315796,0.025930583477020264,0.00028507766546681523
42,False,25,sofa,25,sofa,True,0.9978129863739014,0.01886148750782013,0.01815904676914215,0.0007024407386779785,8.93477150043509e-08
43,False,23,range_hood,23,range_hood,True,0.9154945611953735,0.3469398617744446,0.335889995098114,0.011049866676330566,7.173388439696282e-05
44,False,16,mantel,16,mantel,True,0.9885361194610596,0.08690977096557617,0.08213122934103012,0.004778541624546051,1.8196592463937122e-06
45,False,11,dresser,11,dresser,True,0.45925217866897583,1.2655023336410522,1.2533949613571167,0.012107372283935547,0.00012713432079181075
46,False,11,dresser,11,dresser,True,0.48015153408050537,1.699866533279419,1.6706660985946655,0.029200434684753418,0.00019849339150823653
47,False,0,airplane,0,airplane,True,0.999905526638031,0.001086509320884943,0.00102166214492172,6.484717596322298e-05,5.849777884314733e-10
48,False,4,bookshelf,4,bookshelf,True,0.9448652267456055,0.25776705145835876,0.25168880820274353,0.006078243255615234,2.766666148090735e-05
49,False,5,car,5,car,True,0.9834924340248108,0.09688904881477356,0.09376277029514313,0.003126278519630432,3.951407961721998e-06
